"","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","NumWords","NumSentences","AfinnScale","SyuzhetScale","BingScale","CoreNLPScale","AfinnSentiment","SyuzhetSentiment","BingSentiment","CoreNLPSentiment"
"2612","rn199871487","Witshub","Welsh Borders, UK","216 reviews","Absolutely MUST visit",5,"04/04/2014","This vast space, built as a mosque and beautifully decorated with the discreet, geometric and abstract designs of the Arabs a thousand years ago, is punctured, right in the middle, by a Spanish Baroque cathedral, complete with massive silver and gold ornaments, huge organ and choir, massive oil paintings and other grandiose touches. The two coexist physically, but the catholics refuse any spiritual coexistence. Deeply moving.",350,"Absolutely MUST visit. This vast space, built as a mosque and beautifully decorated with the discreet, geometric and abstract designs of the Arabs a thousand years ago, is punctured, right in the middle, by a Spanish Baroque cathedral, complete with massive silver and gold ornaments, huge organ and choir, massive oil paintings and other grandiose touches. The two coexist physically, but the catholics refuse any spiritual coexistence. Deeply moving.",66,4,0.5,0.833333333333333,0.666666666666667,0.666666666666667,"neutral","positive","positive","positive"
"2613","rn199859484","RogerMEvans","Middlewich, Cheshire","26 reviews","Amazing place to spend 3 to 4 hours",5,"04/04/2014","We visited Cordoba on a day trip from Seville by service coach (2 hours each way, but 60 British Pounds per person cheaper for the round trip than a tour coach!). Across the road from the bus station is the train station where the tourist information stand gave us a useful map and showed us the best walking route into town. Fifteen minutes later we were at the Mezquita (even after a short stop at some tourist stands on the road from the stations).Entering the Patio de Naranjos, we were lucky enough to see some automatic ticket machines (including English text) next to the Torre del Alminar. Only 1 person ahead of us, so we quickly bought our tickets with a friendly multilingual guard making sure we got it right. Ignoring the long queue at the manned ticket office we went straight to the entrance and were inside by 11:30.Initially we decided to walk slowly around the walls looking at all the small chapels (over 50 in total). In the far corner we found a useful toilet, then continued around the perimeter. Lots of photos taken of the amazing structure, although it was difficult at times with the number of people to get a clear view.Having circumnavigated the inside walls we then struck out to inspect the centre. It was only now (after we had been inside for over a hour), that we walked around a wall and got the big ""REVEAL"" when suddenly we were in a towering Cathedral hidden in the centre of the building. This we thoroughly explored before completing our tour of the other inside structures.At this point I suddenly realised that the building was practically empty, so photos were taken of long vistas with very few people visible (or occasionally none). It had also turned cold, possibly because of the drop in numbers and some of the interior lighting had come on!We finished with a stroll around having a second look at our favourite bits before leaving at around 15:00 (well over 3 hours after we entered).A fantastic experience, and still time to explore some of the other delights of Cordoba before we caught the 18:00 coach back to Seville.",351,"Amazing place to spend 3 to 4 hours. We visited Cordoba on a day trip from Seville by service coach (2 hours each way, but 60 British Pounds per person cheaper for the round trip than a tour coach!). Across the road from the bus station is the train station where the tourist information stand gave us a useful map and showed us the best walking route into town. Fifteen minutes later we were at the Mezquita (even after a short stop at some tourist stands on the road from the stations).Entering the Patio de Naranjos, we were lucky enough to see some automatic ticket machines (including English text) next to the Torre del Alminar. Only 1 person ahead of us, so we quickly bought our tickets with a friendly multilingual guard making sure we got it right. Ignoring the long queue at the manned ticket office we went straight to the entrance and were inside by 11:30.Initially we decided to walk slowly around the walls looking at all the small chapels (over 50 in total). In the far corner we found a useful toilet, then continued around the perimeter. Lots of photos taken of the amazing structure, although it was difficult at times with the number of people to get a clear view.Having circumnavigated the inside walls we then struck out to inspect the centre. It was only now (after we had been inside for over a hour), that we walked around a wall and got the big ""REVEAL"" when suddenly we were in a towering Cathedral hidden in the centre of the building. This we thoroughly explored before completing our tour of the other inside structures.At this point I suddenly realised that the building was practically empty, so photos were taken of long vistas with very few people visible (or occasionally none). It had also turned cold, possibly because of the drop in numbers and some of the interior lighting had come on!We finished with a stroll around having a second look at our favourite bits before leaving at around 15:00 (well over 3 hours after we entered).A fantastic experience, and still time to explore some of the other delights of Cordoba before we caught the 18:00 coach back to Seville.",365,12,0.625,0.59375,0.65625,0.392857142857143,"positive","neutral","positive","negative"
"2614","rn199842834","MikePickwell","Grimsby, United Kingdom","13 reviews","Stunning",5,"04/04/2014","We walked to La Mezquita from the station, quickly diving into the narrow white alleys of the old city which wound their way down to the cathedral/mosque. We entered via the Patio de los Naranjas, a beautiful courtyard with fountains and orange trees where we bought our tickets. From here we entered the vast interior, part mosque, part Christian cathedral. The mosque surrounds the towering cathedral which was 'shoe-horned' in at a later date than the original construction. Both are amazing. The mosque has numerous beautiful cream and red Moorish arches, an extension of the lines of trees in the courtyard. The decorative plaster-work has to be seen to be believed. The Christian cathedral in the centre is typical: very ornate, huge alter and a towering, beautifully decorated roof.",351,"Stunning. We walked to La Mezquita from the station, quickly diving into the narrow white alleys of the old city which wound their way down to the cathedral/mosque. We entered via the Patio de los Naranjas, a beautiful courtyard with fountains and orange trees where we bought our tickets. From here we entered the vast interior, part mosque, part Christian cathedral. The mosque surrounds the towering cathedral which was 'shoe-horned' in at a later date than the original construction. Both are amazing. The mosque has numerous beautiful cream and red Moorish arches, an extension of the lines of trees in the courtyard. The decorative plaster-work has to be seen to be believed. The Christian cathedral in the centre is typical: very ornate, huge alter and a towering, beautifully decorated roof.",129,6,0.75,0.625,0.75,0.5625,"positive","positive","positive","neutral"
"2615","rn199696761","Ian R","London, United Kingdom","344 reviews","Takes your breath away",5,"02/04/2014","The size and opulence alone will make you gasp. This is something very special. Try and be there when there is a service, even if you are not religious, this is quite something. A must see.",351,"Takes your breath away. The size and opulence alone will make you gasp. This is something very special. Try and be there when there is a service, even if you are not religious, this is quite something. A must see.",36,4,0.375,0.5,0.375,0.75,"negative","neutral","negative","positive"
"2616","rn199568889","discerningWanderer83","London","50 reviews","What a surprise",5,"01/04/2014","Beautiful place with unusual interior born from the coming together of different architectural styles true to the different religions. An absolute must if in Cordoba but definitely go with a guide or read up before hand to truly appreciate what you're seeing.",351,"What a surprise. Beautiful place with unusual interior born from the coming together of different architectural styles true to the different religions. An absolute must if in Cordoba but definitely go with a guide or read up before hand to truly appreciate what you're seeing.",42,3,1,1,0.75,0.625,"positive","positive","positive","positive"
"2617","rn199521246","Scotlandmac","glasgow","388 reviews","Absolutely stunning. A world 'must see'",5,"01/04/2014","3rd visit to this most stunning of interiors,over 1000 years old.The Arabs certainly taught the Christian world a thing or two about architecture at this point in history.Didn't even bother looking at the cathedral part as it seemed so heavy and overly ornate compared with the space and majesty of the Mosque and its 856 striped columns made of marble, jasper and granite.I believe the design is based on palm trees. Fascinating to see the juxtaposition of two worlds, cultures and religions in the one building(and we're still in conflict).Complaining about entrance fees (actually quite cheap at 8 euros each I think, free if you go early) seems pointless given the sheer wonder of this place.Also don't miss the nearby Palace of the Christian Kings - superb in its own way with stunning water-filled gardens below its Crusader walls and some superb Roman mosaic floor tiling on display.",351,"Absolutely stunning. A world 'must see'. 3rd visit to this most stunning of interiors,over 1000 years old.The Arabs certainly taught the Christian world a thing or two about architecture at this point in history.Didn't even bother looking at the cathedral part as it seemed so heavy and overly ornate compared with the space and majesty of the Mosque and its 856 striped columns made of marble, jasper and granite.I believe the design is based on palm trees. Fascinating to see the juxtaposition of two worlds, cultures and religions in the one building(and we're still in conflict).Complaining about entrance fees (actually quite cheap at 8 euros each I think, free if you go early) seems pointless given the sheer wonder of this place.Also don't miss the nearby Palace of the Christian Kings - superb in its own way with stunning water-filled gardens below its Crusader walls and some superb Roman mosaic floor tiling on display.",148,3,0.75,0.583333333333333,0.583333333333333,0.416666666666667,"positive","neutral","neutral","neutral"
"2618","rn199434605","lindy048","Bromley, United Kingdom","23 reviews","Amazing place",5,"31/03/2014","Go early to miss the groups of tourists and gain free entry. I felt that there needed to be more explanations and descriptions.",351,"Amazing place. Go early to miss the groups of tourists and gain free entry. I felt that there needed to be more explanations and descriptions.",23,0,0.75,0.75,0.75,0.5,"positive","positive","positive","neutral"
"2619","rn199054921","Pete669","Birmingham, United Kingdom","20 reviews","Impressive but expensive",3,"28/03/2014","Not a lot to add to the many reviews of this iconic building. For us, enjoyment was impaired by the exploitative entrance fee of 18 euro, the lack of English notices and absence of a guide.",351,"Impressive but expensive. Not a lot to add to the many reviews of this iconic building. For us, enjoyment was impaired by the exploitative entrance fee of 18 euro, the lack of English notices and absence of a guide.",36,1,0.25,0.5,0.25,0.375,"negative","neutral","negative","negative"
"2620","rn198758588","Nikolaos R","Athens, Greece","269 reviews","Amazing",5,"26/03/2014","One of the greatest building of mediaval times.A forest of columns of many different structures from around Spain.Arabs made Cordoba one of the greatest cities at that time compere only to Constantinopole and Bagdad.You take your ticket at the patio and you enter to the oldest part of the mesquita.Then you walk to the newest part from 9th and 10th century where you can see the beautiful Mirhab and the seiling.In the middle after reconcista Christians builded the cathedral which is in all different styles (gothic,baroc,rococo) but they destroyed about 300 columns.A must see atraction in your life.",351,"Amazing. One of the greatest building of mediaval times.A forest of columns of many different structures from around Spain.Arabs made Cordoba one of the greatest cities at that time compere only to Constantinopole and Bagdad.You take your ticket at the patio and you enter to the oldest part of the mesquita.Then you walk to the newest part from 9th and 10th century where you can see the beautiful Mirhab and the seiling.In the middle after reconcista Christians builded the cathedral which is in all different styles (gothic,baroc,rococo) but they destroyed about 300 columns.A must see atraction in your life.",98,1,0.642857142857143,0.642857142857143,0.714285714285714,0.25,"positive","positive","positive","negative"
"2621","rn198726757","CDbew","Beira","49 reviews","Incredible",5,"26/03/2014","I don't really know if I can capture in words the feeling of this place. It is simply stunning. Yes, there are often thousands of tourists here, yes the signage and therefore audio guide is hard to follow. But frankly these things are irrelevant to the stunning building and the soaring architecture. It is truly amazing and well worth a visit to Cordoba just to see this",351,"Incredible. I don't really know if I can capture in words the feeling of this place. It is simply stunning. Yes, there are often thousands of tourists here, yes the signage and therefore audio guide is hard to follow. But frankly these things are irrelevant to the stunning building and the soaring architecture. It is truly amazing and well worth a visit to Cordoba just to see this",67,7,0.9,0.8,0.6,0.55,"positive","positive","positive","neutral"
"2622","rn198682316","PittJim","Pittsburgh, Pennsylvania","73 reviews","Not often you get to walk in a building 1000 yrs old.",5,"25/03/2014","Bucket List. Really. Yes there are older buildings, but this one is so accessible and truly amazing. This was my second visit and it was just as awe inspiring as the 1st. Both times we drove over an 1.5 hrs to get there from our hotel, and the this place is so worth the drive. The symmetry of the marble columns and red and white arches is very striking. In my opinion, I would place this in the top 3 of must-see sites in Spain, which is something because Spain has so many sites worth seeing.Plan to spend a good hour inside. Take whatever guide you can with you as there is so much in there it is easy to miss things you might want to see.",351,"Not often you get to walk in a building 1000 yrs old.. Bucket List. Really. Yes there are older buildings, but this one is so accessible and truly amazing. This was my second visit and it was just as awe inspiring as the 1st. Both times we drove over an 1.5 hrs to get there from our hotel, and the this place is so worth the drive. The symmetry of the marble columns and red and white arches is very striking. In my opinion, I would place this in the top 3 of must-see sites in Spain, which is something because Spain has so many sites worth seeing.Plan to spend a good hour inside. Take whatever guide you can with you as there is so much in there it is easy to miss things you might want to see.",127,6,0.777777777777778,0.888888888888889,0.833333333333333,0.5625,"positive","positive","positive","neutral"
"2623","rn198641075","newgallowaygirl","Galloway, New Jersey","247 reviews","stunning!!!",5,"25/03/2014","Both interior and exterior are amazing!!It's a must see and free visits between 8.30-9.20am though you may need more time to fully absorb it all.",352,"stunning!!!. Both interior and exterior are amazing!!It's a must see and free visits between 8.30-9.20am though you may need more time to fully absorb it all.",25,2,1,1,1,0.5,"positive","positive","positive","neutral"
"2624","rn198572225","Anthony A","London, United Kingdom","11 reviews","Breathtaking...",5,"24/03/2014","Do not miss this if you are in Cordoba. It has an almost magical feel. One if the most beautiful and humbling spaces I've ever been in - try to go on a sunny day when the lighting and windows are at their best. Don't miss it!",352,"Breathtaking.... Do not miss this if you are in Cordoba. It has an almost magical feel. One if the most beautiful and humbling spaces I've ever been in - try to go on a sunny day when the lighting and windows are at their best. Don't miss it!",47,4,0.375,0.75,0.5,0.625,"negative","positive","neutral","positive"
"2625","rn198323721","Thebairds","Dundee, Angus","142 reviews","Amazing place",5,"22/03/2014","Quite a stunning place. Absolutely beautiful with its mix of architectural styles and religions. As we were only in Cordoba for the day, after traveling up on the fast AVE train from Malaga, we didn't bother with the audio guide or a tour but would definitely do this when we return to get more of an insight into the story of this marvelous building. Buy your ticket at the booth then cross over the gardens diagonally to enter the mosque.",352,"Amazing place. Quite a stunning place. Absolutely beautiful with its mix of architectural styles and religions. As we were only in Cordoba for the day, after traveling up on the fast AVE train from Malaga, we didn't bother with the audio guide or a tour but would definitely do this when we return to get more of an insight into the story of this marvelous building. Buy your ticket at the booth then cross over the gardens diagonally to enter the mosque.",80,4,0.875,0.875,0.875,0.5,"positive","positive","positive","neutral"
"2626","rn198300963","Jess B","St. Petersburg, Florida","117 reviews","Beautiful!",5,"22/03/2014","One of the most unique buildings I have ever been in. Built as Mosque in the 7th Century and converted to a Christian Cathedral in the 12th Century. Wonderful Moorish arched galleries surround a Gothic church. A must see if in Spain!",352,"Beautiful!. One of the most unique buildings I have ever been in. Built as Mosque in the 7th Century and converted to a Christian Cathedral in the 12th Century. Wonderful Moorish arched galleries surround a Gothic church. A must see if in Spain!",42,4,0.625,0.625,0.625,0.5,"positive","positive","positive","neutral"
"2627","rn197981126","kouklina","Greece","68 reviews","Unforgettable!",5,"19/03/2014","It has been while since my visit to the Mezquita, but it is something that I will never forget. Upon entering the mosque you get a feel of the holiness of the place irrespective of which religion you belong to. This is an architectural masterpiece that simply leaves you speechless. The city of Cordoba was rather indifferent but a visit to Cordoba is imperative simply to see the Mezquita.",352,"Unforgettable!. It has been while since my visit to the Mezquita, but it is something that I will never forget. Upon entering the mosque you get a feel of the holiness of the place irrespective of which religion you belong to. This is an architectural masterpiece that simply leaves you speechless. The city of Cordoba was rather indifferent but a visit to Cordoba is imperative simply to see the Mezquita.",69,5,0.375,0.5,0.5,0.4375,"negative","neutral","neutral","neutral"
"2628","rn197616049","sjhHove","Hove","342 reviews","Sublime mosque with a cathedral dropped into the middle like the Tardis!",5,"16/03/2014","The Mezquita, the enormous Cordoban mosque is supported by row upon row of red and white stripped arches resting on pillars from Roman buildings. In the centre, like a Tardis, the Christians built a cathedral when they reconquered Spain. This means you move from statues of saints to an amazing misrab and beneath all this a glimpse of Roman mosaics. Take your time and it will all make sense. Unfortunately at the moment the huge tower, built on top of the minaret is closed for restoration, so get your views at the Reyes Christianios. And don't forget to walk around the outside of the Mezquita to the Roman Bridge when you can look back at the building and get a feel for its size and scale. Absolutely sublime. The toilets, with a good view of the river, are in the bottom right hand corner, free but only two for ladies.",352,"Sublime mosque with a cathedral dropped into the middle like the Tardis!. The Mezquita, the enormous Cordoban mosque is supported by row upon row of red and white stripped arches resting on pillars from Roman buildings. In the centre, like a Tardis, the Christians built a cathedral when they reconquered Spain. This means you move from statues of saints to an amazing misrab and beneath all this a glimpse of Roman mosaics. Take your time and it will all make sense. Unfortunately at the moment the huge tower, built on top of the minaret is closed for restoration, so get your views at the Reyes Christianios. And don't forget to walk around the outside of the Mezquita to the Roman Bridge when you can look back at the building and get a feel for its size and scale. Absolutely sublime. The toilets, with a good view of the river, are in the bottom right hand corner, free but only two for ladies.",150,7,0.75,0.6875,0.8125,0.46875,"positive","positive","positive","neutral"
"2629","rn197604393","Amool3ali","Kuwait","31 reviews","Speechless",5,"16/03/2014","The most beautiful mosque/church I've ever seen. The art combination is one of a kind. Definitely a reason to visit Cordoba on its own.",352,"Speechless. The most beautiful mosque/church I've ever seen. The art combination is one of a kind. Definitely a reason to visit Cordoba on its own.",24,3,0.833333333333333,1,0.666666666666667,0.583333333333333,"positive","positive","positive","neutral"
"2630","rn197589249","CD56","Dublin","24 reviews","A must if you are in Cordoba",5,"16/03/2014","The scale is incredible. It takes an hour just to walk around. Very busy but could hold thousands. Beautifully restored",352,"A must if you are in Cordoba. The scale is incredible. It takes an hour just to walk around. Very busy but could hold thousands. Beautifully restored",20,5,0.625,0.75,0.75,0.5625,"positive","positive","positive","neutral"
"2631","rn197498375","andreasummers","Madrid, Spain","40 reviews","Must-see in southern Spain!",5,"15/03/2014","The Mezquita is absolutely beautiful and a must-see while Spain! As a Spanophile whose love began in 9th grade Spanish class, the Mezquita is something that has been on my ""list"" for a while. It's every bit as beautiful as you were told and somehow even better than you thought it would be. From the rows and rows of beautifully striped columns, to the ornate cathedral in the middle of the mosque, it's truly a site to behold. My friend and I visited on a day-trip from our Seville base and it worked out perfectly. Do not visit southern Spain without a trip here!! Quick tip - visit very early in the day, preferably on a week day. I'm so glad we followed this advice, especially during the off-season. As a result, many of my photos have NO other people in them and the quietness of the space made the experience that much more surreal.",352,"Must-see in southern Spain!. The Mezquita is absolutely beautiful and a must-see while Spain! As a Spanophile whose love began in 9th grade Spanish class, the Mezquita is something that has been on my ""list"" for a while. It's every bit as beautiful as you were told and somehow even better than you thought it would be. From the rows and rows of beautifully striped columns, to the ornate cathedral in the middle of the mosque, it's truly a site to behold. My friend and I visited on a day-trip from our Seville base and it worked out perfectly. Do not visit southern Spain without a trip here!! Quick tip - visit very early in the day, preferably on a week day. I'm so glad we followed this advice, especially during the off-season. As a result, many of my photos have NO other people in them and the quietness of the space made the experience that much more surreal.",155,10,0.777777777777778,1,0.944444444444444,0.555555555555556,"positive","positive","positive","neutral"
"2632","rn197398061","5_in_KC","Kansas City","24 reviews","Number 1 for a reason.",5,"14/03/2014","Thank you King Ferdinand for not destroying this building when the Spanish Catholic's 'Reconquested"" it. The blend of Arabic and Spanish influence is a sight to behold. Go with a tour guide who can really give you the details of what occured here.",352,"Number 1 for a reason.. Thank you King Ferdinand for not destroying this building when the Spanish Catholic's 'Reconquested"" it. The blend of Arabic and Spanish influence is a sight to behold. Go with a tour guide who can really give you the details of what occured here.",43,2,0.333333333333333,0.5,0.666666666666667,0.666666666666667,"negative","neutral","positive","positive"
"2633","rn197087492","Kerry O","Galway, Ireland","38 reviews","Stunning",5,"11/03/2014","As everyone else has said, this is a must see. It is beautiful and will be one of those places you remember for a lifetime.",353,"Stunning. As everyone else has said, this is a must see. It is beautiful and will be one of those places you remember for a lifetime.",25,2,0.75,0.75,0.75,0.75,"positive","positive","positive","positive"
"2634","rn197029460","happygardenerKent","Kent","128 reviews","Has to be seen to be believed",5,"11/03/2014","Orange trees in the courtyard and the most wonderful relaxed feeling - the architecture inside of the mosque is so beautiful - the horrible church shoved inside simply spoils it.",353,"Has to be seen to be believed. Orange trees in the courtyard and the most wonderful relaxed feeling - the architecture inside of the mosque is so beautiful - the horrible church shoved inside simply spoils it.",30,1,1,1,1,0.75,"positive","positive","positive","positive"
"2635","rn196852937","luv2travel1627","Kennebunk, Maine","124 reviews","Overwhelmingly beautiful",5,"10/03/2014","This site is impressive beyond belief. We visited two days in a row during the free time (no charge between 8:30 and 9:30 am) which was quieter and very peaceful, adding to the spiritual ambience. Though, if you have only one day, I suggest you pay the entrance and give it the full time it deserves. The one hour of free time in the morning would not be enough to do it justice. This was a highlight of our trip to Spain! Also, Cordoba is a charming, friendly city well worth a visit.",353,"Overwhelmingly beautiful. This site is impressive beyond belief. We visited two days in a row during the free time (no charge between 8:30 and 9:30 am) which was quieter and very peaceful, adding to the spiritual ambience. Though, if you have only one day, I suggest you pay the entrance and give it the full time it deserves. The one hour of free time in the morning would not be enough to do it justice. This was a highlight of our trip to Spain! Also, Cordoba is a charming, friendly city well worth a visit.",93,6,0.833333333333333,0.833333333333333,0.833333333333333,0.5,"positive","positive","positive","neutral"
"2636","rn196699629","Mel305","Davao City, Philippines","19 reviews","One of the wonders of the world",5,"08/03/2014","one of the wonders of man-made infrastructure in the world. the cathedral/mosque is an opportunity to learn , compare and contrast mosque architecture from christian architecture.",353,"One of the wonders of the world. one of the wonders of man-made infrastructure in the world. the cathedral/mosque is an opportunity to learn , compare and contrast mosque architecture from christian architecture.",26,2,0.75,1,0.75,0.5,"positive","positive","positive","neutral"
"2637","rn196669738","Marcie W","Madison, Wisconsin","57 reviews","Blend of Cultures",5,"08/03/2014","The mosque and cathedral were both beautiful examples of traditional architecture in Spain and offered an interesting way to view the way cultures interacted throughout Spanish history. The patio is a nice outdoor area.",353,"Blend of Cultures. The mosque and cathedral were both beautiful examples of traditional architecture in Spain and offered an interesting way to view the way cultures interacted throughout Spanish history. The patio is a nice outdoor area.",34,2,1,1,1,0.75,"positive","positive","positive","positive"
"2638","rn196599235","SueS_Dubai","Dubai","106 reviews","Exquisite!",5,"08/03/2014","We went very early and had to leave at 930 (for free entry of course) but couldn't get enough of the splendor so we joined the queue and went back in. Its quite beautiful. Gorgeous architecture and Arabic calligraphy is quite amazing. A photographers delight! Sit outside in the orange tree courtyard and marvel the splendor. My favorite in Cordoba.",353,"Exquisite!. We went very early and had to leave at 930 (for free entry of course) but couldn't get enough of the splendor so we joined the queue and went back in. Its quite beautiful. Gorgeous architecture and Arabic calligraphy is quite amazing. A photographers delight! Sit outside in the orange tree courtyard and marvel the splendor. My favorite in Cordoba.",60,8,0.916666666666667,1,1,0.666666666666667,"positive","positive","positive","positive"
"2639","rn196585867","MilHistory_Traveller","Baltimore, Maryland","120 reviews","A great attraction",5,"07/03/2014","Not that there was much else in the area to do, but it was still a great experience. The columns are hypnotizing to walk through and the historical relevance is well described.",353,"A great attraction. Not that there was much else in the area to do, but it was still a great experience. The columns are hypnotizing to walk through and the historical relevance is well described.",32,1,0.75,1,1,0.375,"positive","positive","positive","negative"
"2640","rn196523588","Melanie G","Madrid, Spain","39 reviews","Exquisite",5,"07/03/2014","If you are near Cordoba, this is a must-see. It is truly exquisite. You will want the audio guide and take a jacket; it is colder inside that out.",353,"Exquisite. If you are near Cordoba, this is a must-see. It is truly exquisite. You will want the audio guide and take a jacket; it is colder inside that out.",29,4,0.666666666666667,0.833333333333333,0.666666666666667,0.666666666666667,"positive","positive","positive","positive"
"2641","rn196502340","Sockschaussettes","","90 reviews","Most impressive",5,"07/03/2014","We did go early as recommended but were kicked out at 9:20 am. You can not stay during mass, at least we couldn't.",353,"Most impressive. We did go early as recommended but were kicked out at 9:20 am. You can not stay during mass, at least we couldn't.",23,2,0.75,0.75,0.75,0.25,"positive","positive","positive","negative"
"2642","rn196311699","Richardxxxxx","Broadway, United Kingdom","139 reviews","THE VERY BEST IN SPAIN",5,"05/03/2014","This is what you should come to Spain for. Absolutely fantastic in every respect. The highlight of a 5-week tour. Take your time to go around the whole of this with the audio guide and then do it again by yourself in the quiet.",353,"THE VERY BEST IN SPAIN. This is what you should come to Spain for. Absolutely fantastic in every respect. The highlight of a 5-week tour. Take your time to go around the whole of this with the audio guide and then do it again by yourself in the quiet.",44,2,0.75,0.875,0.75,0.625,"positive","positive","positive","positive"
"2643","rn196125389","32ChrisA","Uxbridge, England, United Kingdom","61 reviews","A must-see!",5,"04/03/2014","This is one of life's must-see places - a truly incredible work of art added to which you have the uniqueness of two religions able to worship under the same roof. The Moorish architecture was spectacular and then you see the Cathedral and are amazed again. 8 euros entry is a very modest price to see such beauty and if you have never visited before if at all possible please make this the year that you do, you will not be disappointed.",354,"A must-see!. This is one of life's must-see places - a truly incredible work of art added to which you have the uniqueness of two religions able to worship under the same roof. The Moorish architecture was spectacular and then you see the Cathedral and are amazed again. 8 euros entry is a very modest price to see such beauty and if you have never visited before if at all possible please make this the year that you do, you will not be disappointed.",82,4,0.5,1,1,0.833333333333333,"neutral","positive","positive","positive"
"2644","rn196113886","BALLADMAN","DUBLIN IRELAND","61 reviews","Christendom Meets Islam",5,"04/03/2014","I visited this fantastic landmark a couple of weeks ago. The first thing that struck me was the immensity of the place. I have been in many cathedrals but never one that was formerly a mosque. You can see the influences as soon as you enter. The place is a treasure trove for those interested in both history and architecture. We went as part of an organised tour from Torremolinos with he services of a local English speaking guide who was very knowledgeable about not only the cathedral but also the local area.Cordoba in general is a wonderful place to visit with plenty to see, including the old Roman viaduct. There are also many good tapas bars when the hunger pangs begin to encroach.",354,"Christendom Meets Islam. I visited this fantastic landmark a couple of weeks ago. The first thing that struck me was the immensity of the place. I have been in many cathedrals but never one that was formerly a mosque. You can see the influences as soon as you enter. The place is a treasure trove for those interested in both history and architecture. We went as part of an organised tour from Torremolinos with he services of a local English speaking guide who was very knowledgeable about not only the cathedral but also the local area.Cordoba in general is a wonderful place to visit with plenty to see, including the old Roman viaduct. There are also many good tapas bars when the hunger pangs begin to encroach.",124,7,0.6875,0.625,0.6875,0.464285714285714,"positive","positive","positive","neutral"
"2645","rn196061377","9999DotJPG","USA","28 reviews","Fantastic!",5,"03/03/2014","First walk all the way around it on the outside to get a feel for how big this building really is! Then go in and be amazed at the architecture and the history of this interesting place. If you are lucky, you might happen to be there when someone is playing the organ. Beautiful! This is a must-see if you get a chance to visit Cordoba.",354,"Fantastic!. First walk all the way around it on the outside to get a feel for how big this building really is! Then go in and be amazed at the architecture and the history of this interesting place. If you are lucky, you might happen to be there when someone is playing the organ. Beautiful! This is a must-see if you get a chance to visit Cordoba.",66,6,1,1,0.8,0.7,"positive","positive","positive","positive"
"2646","rn195940533","Helen C","Nottingham, England, United Kingdom","28 reviews","Mesquita",4,"02/03/2014","8 euros entry and lots of things to see inside. Just as good as I had hoped from seeing it on TV and reading up.",354,"Mesquita. 8 euros entry and lots of things to see inside. Just as good as I had hoped from seeing it on TV and reading up.",25,2,0.75,0.75,0.75,0.75,"positive","positive","positive","positive"
"2647","rn195816355","Plumbee","Croydon, United Kingdom","24 reviews","hope",5,"01/03/2014","This is a beautiful place of worship, write staggering in its beauty and its history. Everyone should go see it.What I would like more than anything though it's for this to be a venue that promotes worship of a shared God; Christian and Islam share the same God just have different ways of worship. How powerful for both these worship to occur under the same incredible roof; what a shame we are not yet there.",354,"hope. This is a beautiful place of worship, write staggering in its beauty and its history. Everyone should go see it.What I would like more than anything though it's for this to be a venue that promotes worship of a shared God; Christian and Islam share the same God just have different ways of worship. How powerful for both these worship to occur under the same incredible roof; what a shame we are not yet there.",75,3,0.75,0.875,0.875,0.583333333333333,"positive","positive","positive","neutral"
"2648","rn195685143","JulitaDavies","Amsterdam, The Netherlands","38 reviews","Breathtaking... even if you already saw a lot",5,"28/02/2014","For me - an experience traveller - this was a true feast... hidden behind a tall wall is a monument you simply must see. History and mastery in architecture came here together and even if you already saw some photos, you simply can not imagine what is inside. It is trully incredible how two different styles - islamic and catholic architecture blend together in one place.After Alhambra and Alcazar in Sevilla, this is yet another marvelous example of islamic architecture, very diffrent from the previous two and yet so impressive.",354,"Breathtaking... even if you already saw a lot. For me - an experience traveller - this was a true feast... hidden behind a tall wall is a monument you simply must see. History and mastery in architecture came here together and even if you already saw some photos, you simply can not imagine what is inside. It is trully incredible how two different styles - islamic and catholic architecture blend together in one place.After Alhambra and Alcazar in Sevilla, this is yet another marvelous example of islamic architecture, very diffrent from the previous two and yet so impressive.",90,4,0.7,1,0.8,0.666666666666667,"positive","positive","positive","positive"
"2649","rn195639869","CERDIC","LONDON","67 reviews","Go early",5,"28/02/2014","Visited the mosque one day in the mid morning. Arrived at the same time as ++ coach tours and school trip so lots of people inside.So we went before breakfast the following morning. Far better.Arrive just after 8:30 and not only is the entrance free but there are very few tourists there at that time to upset the atmosphere of the building.",354,"Go early. Visited the mosque one day in the mid morning. Arrived at the same time as ++ coach tours and school trip so lots of people inside.So we went before breakfast the following morning. Far better.Arrive just after 8:30 and not only is the entrance free but there are very few tourists there at that time to upset the atmosphere of the building.",62,2,0.5,0.6,0.6,0.333333333333333,"neutral","positive","positive","negative"
"2650","rn195525566","AnDoPi","Warsaw, Poland","72 reviews","Unbelievable",5,"27/02/2014","Even if You have read anything about it or You have seen some photos I would find Yourself absolutely astonished about this object. Splendid architecture and a grain of mistery. That's it!",354,"Unbelievable. Even if You have read anything about it or You have seen some photos I would find Yourself absolutely astonished about this object. Splendid architecture and a grain of mistery. That's it!",32,1,0.833333333333333,0.833333333333333,0.666666666666667,0.416666666666667,"positive","positive","positive","neutral"
